dz_2001,total,none,one,two,three,four,numcar
S01002307,664,305,296,55,7,1,433
S01002308,510,117,317,65,10,1,481
S01002309,394,232,125,32,5,0,204
S01002310,637,421,195,19,2,0,239
S01002311,350,40,140,140,22,8,520
S01002312,379,248,114,14,3,0,151
S01002313,286,35,170,64,14,3,352
S01002314,439,126,217,79,14,3,438
S01002315,236,60,126,38,8,4,245
S01002316,273,18,135,99,14,7,406
S01002317,2008,679,1028,264,32,5,1679
S01002318,495,280,184,28,2,1,251
S01002319,593,373,188,24,7,1,261
S01002320,296,67,170,50,8,1,299
S01002321,557,409,134,12,2,0,164
S01002322,378,172,157,44,4,1,262
S01002323,395,145,190,57,2,1,315
S01002324,375,247,111,15,2,0,147
S01002325,884,264,456,145,15,4,807
S01002326,596,310,238,45,2,1,339
S01002327,348,61,156,110,15,6,450
S01002328,327,65,178,74,7,3,359
S01002329,270,48,130,75,10,7,338
S01002330,318,93,148,61,14,2,320
S01002331,290,94,144,43,8,1,258
S01002332,319,16,148,122,22,11,507
S01002333,296,19,140,112,19,6,446
S01002334,394,49,164,148,27,6,570
S01002335,445,88,222,110,21,4,521
S01002336,404,39,190,136,27,12,593
S01002337,363,33,169,134,19,8,526
S01002338,252,129,106,14,3,0,143
S01002339,284,78,125,60,16,5,313
S01002340,303,60,138,88,14,3,370
S01002341,250,62,120,62,2,4,267
S01002342,278,72,123,67,10,6,313
S01002343,326,51,156,87,21,11,441
S01002344,221,47,99,45,19,11,292
S01002345,366,67,188,90,18,3,450
S01002346,447,99,199,114,24,11,544
S01002347,344,47,161,99,28,9,486
S01002348,435,90,192,112,32,9,552
S01002349,476,131,216,106,16,7,506
S01002350,433,75,188,129,25,16,595
S01002351,373,63,180,93,26,11,491
S01002352,411,77,186,116,22,10,529
S01002353,348,63,138,111,26,10,481
S01002354,363,66,150,119,20,8,480
S01002355,401,133,175,71,18,4,393
S01002356,503,211,197,82,12,1,402
S01002357,293,94,142,46,11,0,267
S01002358,232,39,115,53,18,7,311
S01002359,412,147,205,43,11,6,351
S01002360,338,137,161,36,3,1,247
S01002361,287,68,128,68,14,9,344
S01002362,336,68,146,93,20,9,431
S01002363,440,85,203,119,24,9,552
S01002364,313,120,125,52,13,3,281
S01002365,274,42,140,75,15,2,343
S01002366,367,61,155,114,28,9,513
S01002367,437,63,205,130,32,7,591
S01002368,381,53,169,121,27,11,544
S01002369,286,65,116,74,20,11,370
S01002370,321,65,137,88,27,4,413
S01002371,283,51,111,92,23,6,389
S01002372,356,71,160,90,23,12,462
S01002373,299,65,120,89,18,7,382
S01002374,359,85,152,93,21,8,437
S01002375,354,85,146,94,26,3,427
S01002376,383,77,146,127,21,12,521
S01002377,376,117,151,78,20,10,409
S01002378,215,9,73,93,31,9,391
S01002379,488,105,207,151,21,4,588
S01002380,312,54,125,89,27,17,459
S01002381,343,66,150,102,20,5,434
S01002382,269,90,132,34,8,5,252
S01002383,190,16,61,90,19,4,314
S01002384,225,51,113,52,5,4,257
S01002385,336,111,132,75,15,3,339
S01002386,419,63,170,146,32,8,594
S01002387,291,31,114,108,30,8,456
S01002388,267,12,82,130,33,10,490
S01002389,279,13,91,131,31,13,502
S01002390,439,40,172,191,30,6,673
S01002391,555,34,197,256,52,16,935
S01002392,685,39,247,318,64,17,1147
S01002393,401,36,168,149,39,9,624
S01002394,348,50,152,111,26,9,493
S01002395,306,38,122,105,32,9,466
S01002396,298,67,139,67,23,2,350
S01002397,508,47,254,171,28,8,713
S01002398,375,36,204,109,20,6,506
S01002399,437,140,198,83,14,2,415
S01002400,362,23,177,125,31,6,545
S01002401,399,14,137,185,44,19,723
S01002402,367,108,166,69,20,4,381
S01002403,320,111,140,53,12,4,300
S01002404,397,50,168,142,28,9,578
S01002405,307,21,147,104,25,10,475
S01002406,355,99,152,86,17,1,380
S01002407,273,74,124,67,8,0,282
S01002408,363,97,174,72,18,2,380
S01002409,304,49,139,99,14,3,391
S01002410,217,17,107,76,15,2,312
S01002411,934,76,281,481,71,25,1566
S01002412,381,27,166,143,39,6,593
S01002413,259,50,111,75,16,7,339
S01002414,279,117,114,38,9,1,221
S01002415,290,72,134,65,15,4,325
S01002416,234,23,87,96,17,11,375
S01002417,294,44,148,78,18,6,390
S01002418,397,114,170,90,22,1,421
S01002419,219,15,89,96,13,6,347
S01002420,251,85,101,52,12,1,245
S01002421,337,23,140,126,39,9,556
S01002422,247,35,110,85,15,2,334
S01002423,474,198,203,63,9,1,360
S01002424,366,92,184,70,16,4,388
S01002425,403,88,177,108,21,9,496
S01002426,462,219,203,35,3,2,290
S01002427,395,96,192,86,16,5,436
S01002428,233,56,101,55,13,8,282
S01002429,574,356,197,17,2,2,245
S01002430,303,67,144,72,19,1,349
S01002431,371,99,145,109,14,4,423
S01002432,647,58,279,246,51,13,985
S01002433,277,88,136,48,5,0,247
S01002434,439,141,185,98,13,2,429
S01002435,297,70,150,61,14,2,324
S01002436,420,196,171,42,9,2,290
S01002437,384,93,187,83,16,5,422
S01002438,282,81,124,65,12,0,290
S01002439,335,94,182,45,11,3,320
S01002440,420,152,192,63,12,1,358
S01002441,297,48,157,76,12,4,361
S01002442,266,105,116,37,8,0,214
S01002443,313,113,145,47,6,2,265
S01002444,250,123,99,24,3,1,160
S01002445,417,132,198,69,16,2,393
S01002446,438,96,189,113,26,14,559
S01002447,260,75,133,48,2,2,243
S01002448,198,55,91,42,8,2,207
S01002449,235,15,84,102,26,8,398
S01002450,436,220,169,43,1,3,270
S01002451,398,62,201,118,15,2,491
S01002452,238,84,97,48,9,0,220
S01002453,300,62,113,100,14,11,405
S01002454,321,71,139,81,27,3,395
S01002455,221,37,93,75,14,2,293
S01002456,434,180,160,70,19,5,377
S01002457,307,75,151,65,11,5,334
S01002458,412,164,178,55,10,5,338
S01002459,334,172,134,27,0,1,192
S01002460,399,190,162,37,9,1,267
S01002461,163,4,47,86,20,6,307
S01002462,381,158,161,52,9,1,296
S01002463,453,203,189,50,9,2,325
S01002464,239,80,98,49,10,2,234
S01002465,280,26,107,106,30,11,454
S01002466,429,105,194,108,18,4,480
S01002467,233,83,96,38,10,6,240
S01002468,327,130,145,41,6,5,268
S01002469,278,68,135,61,13,1,301
S01002470,348,97,148,74,21,8,392
S01002471,244,71,109,49,13,2,254
S01002472,309,168,102,28,8,3,195
S01002473,457,181,196,63,12,5,378
S01002474,239,103,112,17,5,2,169
S01002475,264,86,123,48,5,2,242
S01002476,395,71,203,101,15,5,478
S01002477,383,118,169,82,11,3,378
S01002478,386,83,181,84,28,10,476
S01002479,324,130,142,44,7,1,255
S01002480,268,89,127,43,7,2,242
S01002481,430,129,200,80,16,5,428
S01002482,476,212,212,45,6,1,324
S01002483,387,218,134,28,6,1,212
S01002484,375,127,171,60,11,6,357
S01002485,361,38,170,114,26,13,529
S01002486,293,131,129,25,5,3,212
S01002487,230,75,108,42,4,1,209
S01002488,349,195,123,28,2,1,189
S01002489,312,164,113,29,4,2,191
S01002490,267,94,121,41,10,1,237
S01002491,239,96,106,35,2,0,182
S01002492,380,43,137,157,37,6,587
S01002493,409,89,201,100,17,2,468
S01002494,269,26,126,96,18,3,386
S01002495,277,93,127,44,9,4,265
S01002496,573,113,309,136,15,0,626
S01002497,473,205,209,54,2,3,338
S01002498,249,21,79,109,21,19,441
S01002499,507,197,242,58,7,3,393
S01002500,301,110,142,42,5,2,265
S01002501,222,42,108,57,9,6,284
S01002502,371,142,161,63,4,1,303
S01002503,330,79,159,78,12,2,359
S01002504,577,109,212,202,43,11,792
S01002505,386,170,144,56,12,4,308
S01002506,326,65,158,92,8,3,384
S01002507,355,149,148,48,9,1,275
S01002508,378,45,180,118,26,9,534
S01002509,526,108,250,141,13,14,627
S01002510,437,80,210,116,22,9,544
S01002511,224,50,113,50,8,3,249
S01002512,376,152,168,42,10,4,301
S01002513,630,66,259,253,43,9,932
S01002514,300,125,135,32,7,1,224
S01002515,313,128,146,34,4,1,230
S01002516,360,92,149,88,22,9,433
S01002517,264,77,125,50,10,2,263
S01002518,405,37,152,170,40,6,644
S01002519,467,267,147,44,7,2,266
S01002520,281,158,93,20,9,1,164
S01002521,293,98,125,57,11,2,285
S01002522,291,37,107,106,29,12,460
S01002523,290,22,134,111,15,8,437
S01002524,319,64,187,57,9,2,336
S01002525,328,129,139,50,9,1,271
S01002526,190,10,68,92,16,4,318
S01002527,329,49,145,115,19,1,436
S01002528,361,33,134,153,25,16,595
S01002529,476,162,194,100,14,6,462
S01002530,298,107,127,56,7,1,264
S01002531,380,96,172,88,18,6,427
S01002532,319,98,151,61,5,4,306
S01002533,317,114,131,58,11,3,292
S01002534,369,122,154,65,25,3,371
S01002535,347,57,128,133,22,7,490
S01002536,269,129,115,20,3,2,174
S01002537,217,72,98,34,11,2,209
S01002538,381,30,185,119,37,10,574
S01002539,397,159,171,61,4,2,315
S01002540,282,127,112,41,1,1,202
S01002541,731,94,305,285,34,13,1031
S01002542,291,52,102,117,17,3,401
S01002543,259,127,92,31,7,2,188
S01002544,391,92,175,113,10,1,435
S01002545,385,121,191,63,8,2,350
S01002546,337,78,147,85,19,8,406
S01002547,303,40,122,110,23,8,452
S01002548,482,111,217,124,22,8,589
S01002549,246,31,108,78,25,4,355
S01002550,191,14,79,73,16,9,310
S01002551,264,62,145,44,11,2,277
S01002552,249,59,122,56,9,3,273
S01002553,384,131,157,77,14,5,373
S01002554,215,7,76,109,22,1,364
S01002555,351,77,152,96,21,5,427
S01002556,297,81,129,65,16,6,332
S01002557,352,79,160,90,17,6,417
S01002558,233,57,113,50,13,0,252
S01002559,281,29,122,106,19,5,411
S01002560,246,65,108,55,15,3,276
S01002561,343,85,169,70,15,4,371
S01002562,263,55,135,59,13,1,296
S01002563,385,27,152,154,38,14,635
S01002564,238,17,99,100,17,5,372
S01002565,372,54,161,127,25,5,512
S01002566,263,8,90,130,26,9,466
S01002567,881,25,293,478,66,19,1526
S01002568,370,68,145,121,27,9,506
S01002569,585,72,215,226,57,15,906
S01002570,264,38,113,91,14,8,374
S01002571,301,58,145,81,12,5,365
S01002572,248,24,102,90,22,10,391
S01002573,220,44,101,57,10,8,277
S01002574,439,168,216,48,4,3,336
S01002575,373,41,211,97,15,9,493
S01002576,330,49,142,111,21,7,462
S01002577,452,189,198,54,8,3,342
S01002578,301,13,134,119,26,9,487
S01002579,451,44,271,120,12,4,563
S01002580,332,109,159,55,8,1,297
S01002581,270,9,103,132,21,5,450
S01002582,329,135,125,48,14,7,293
S01002583,388,79,186,106,15,2,455
S01002584,537,70,247,179,34,7,735
S01002585,419,123,187,92,15,2,424
S01002586,217,32,106,61,16,2,284
S01002587,308,34,164,96,12,2,401
S01002588,311,38,147,103,20,3,426
S01002589,339,40,131,141,23,4,498
S01002590,305,34,126,118,23,4,451
S01002591,271,107,121,34,7,2,220
S01002592,432,165,184,71,6,6,371
S01002593,337,105,156,58,15,3,330
S01002594,259,13,126,103,15,2,385
S01002595,320,93,163,52,10,2,305
S01002596,284,22,135,102,18,7,422
S01002597,219,59,104,46,9,1,227
S01002598,428,99,207,100,17,5,478
S01002599,242,61,135,39,6,1,235
S01002600,364,25,153,158,23,5,558
S01002601,296,86,153,46,9,2,280
S01002602,221,46,117,45,10,3,253
S01002603,355,144,165,34,8,4,286
S01002604,397,27,179,157,26,8,605
S01002605,255,67,126,49,12,1,264
S01002606,211,45,111,39,14,2,239
S01002607,373,105,191,68,7,2,356
S01002608,206,24,85,78,18,1,299
S01002609,351,120,148,71,10,2,328
S01002610,381,91,187,81,19,3,420
S01002611,325,43,176,75,20,11,431
S01002612,392,44,187,128,23,10,558
S01002613,386,47,169,144,20,6,547
S01002614,397,66,190,126,12,3,492
S01002615,180,20,66,67,24,3,285
S01002616,227,22,92,84,21,8,355
S01002617,436,153,186,77,16,4,405
S01002618,399,197,169,26,4,3,246
S01002619,342,62,182,73,22,3,409
S01002620,457,185,181,65,24,2,391
S01002621,246,19,127,82,15,3,350
S01002622,3064,146,1164,1535,181,38,4941
S01002623,598,26,257,273,32,10,941
S01002624,288,33,144,89,14,8,398
S01002625,367,31,177,122,30,7,551
S01002626,274,85,127,51,5,6,271
S01002627,394,22,182,154,31,5,603
S01002628,311,24,114,130,37,6,512
S01002629,376,59,174,117,20,6,495
S01002630,332,102,143,76,9,2,331
S01002631,351,44,155,115,25,12,514
S01002632,242,50,128,60,4,0,260
S01002633,379,69,202,84,19,5,452
S01002634,330,48,139,122,19,2,448
S01002635,256,38,118,83,14,3,340
S01002636,269,63,128,58,15,5,314
S01002637,333,93,173,62,4,1,313
S01002638,318,118,144,45,7,4,271
S01002639,399,46,192,127,25,9,564
S01002640,313,51,158,85,17,2,388
S01002641,350,30,160,126,29,5,523
S01002642,270,74,137,49,7,3,268
S01002643,285,110,122,47,5,1,237
S01002644,306,66,145,73,16,6,367
S01002645,288,106,132,36,9,5,251
S01002646,366,121,190,48,6,1,311
S01002647,406,179,172,42,11,2,297
S01002648,464,43,194,177,42,8,710
S01002649,283,126,113,36,4,4,217
S01002650,288,37,100,129,11,11,436
S01002651,270,92,136,33,8,1,232
S01002652,258,25,109,102,18,4,384
S01002653,355,117,164,61,10,3,332
S01002654,385,150,169,47,12,7,336
S01002655,391,171,177,36,5,2,272
S01002656,401,205,137,50,6,3,267
S01002657,393,84,189,93,24,3,463
S01002658,704,243,327,115,18,1,616
S01002659,409,53,182,125,38,11,594
S01002660,337,125,143,60,7,2,294
S01002661,377,77,193,87,16,4,433
S01002662,558,97,230,192,28,11,745
S01002663,326,62,149,92,19,4,406
S01002664,358,28,169,133,22,6,526
S01002665,347,74,158,87,22,6,422
S01002666,586,77,255,204,36,14,845
S01002667,310,145,133,25,7,0,204
S01002668,217,44,75,80,12,6,302
S01002669,484,149,218,100,14,3,472
S01002670,236,13,92,105,19,7,389
S01002671,544,207,238,78,15,6,467
S01002672,318,168,112,24,12,2,204
S01002673,287,105,134,44,4,0,234
S01002674,376,102,163,91,17,3,412
S01002675,416,50,208,134,23,1,549
S01002676,322,64,151,91,10,6,396
S01002677,551,254,232,53,10,2,376
S01002678,333,21,142,146,19,5,512
S01002679,553,235,239,67,9,3,416
S01002680,565,180,279,92,13,1,507
S01002681,352,109,161,66,13,3,346
S01002682,232,73,101,43,13,2,234
S01002683,258,26,108,84,27,13,418
S01002684,412,144,187,69,9,3,365
S01002685,450,227,177,39,5,2,282
S01002686,681,68,294,264,40,15,1009
S01002687,489,78,181,187,30,13,701
S01002688,264,23,121,92,23,5,395
S01002689,328,27,115,151,24,11,542
S01002690,258,41,128,73,10,6,340
S01002691,555,59,278,182,31,5,759
S01002692,335,54,167,88,18,8,429
S01002693,187,16,69,80,17,5,300
S01002694,264,79,112,55,11,7,283
S01002695,254,25,98,100,28,3,395
S01002696,336,92,147,84,7,6,363
S01002697,373,39,150,143,32,9,583
S01002698,320,63,142,96,17,2,393
S01002699,228,81,98,38,7,4,211
S01002700,351,124,155,58,11,3,316
S01002701,349,18,128,150,36,17,609
S01002702,306,127,129,39,10,1,243
S01002703,574,94,296,166,14,4,692
S01002704,327,85,166,59,14,3,339
S01002705,358,132,148,58,17,3,327
S01002706,403,157,134,96,11,5,390
S01002707,351,127,137,70,14,3,333
S01002708,431,87,191,131,16,6,525
S01002709,464,206,205,49,4,0,315
S01002710,355,44,167,116,25,3,495
S01002711,364,115,168,65,13,3,350
S01002712,308,100,136,55,12,5,302
S01002713,414,243,129,34,7,1,222
S01002714,435,180,169,74,7,5,360
S01002715,407,162,170,65,8,2,333
S01002716,218,7,71,104,26,10,401
S01002717,420,121,188,96,12,3,429
S01002718,394,183,149,49,10,3,290
S01002719,310,70,162,67,10,1,330
S01002720,308,27,120,121,31,9,494
S01002721,389,145,170,65,8,1,328
S01002722,420,147,186,71,16,0,376
S01002723,332,117,159,41,13,2,291
S01002724,427,177,179,59,10,2,336
S01002725,404,101,192,88,21,2,439
S01002726,358,119,150,64,19,6,365
S01002727,387,26,157,155,37,12,631
S01002728,438,155,178,82,16,7,418
S01002729,375,25,179,138,29,4,559
S01002730,480,171,227,71,11,0,402
S01002731,362,120,154,68,13,7,358
S01002732,332,119,160,49,3,1,271
S01002733,313,70,144,81,16,2,362
S01002734,517,192,216,84,19,6,468
S01002735,720,242,373,93,11,1,596
S01002736,292,48,155,71,16,2,369
S01002737,403,134,198,63,8,0,348
S01002738,267,72,113,69,10,3,293
S01002739,333,41,118,143,24,7,505
S01002740,201,20,78,75,22,6,320
S01002741,489,140,262,74,10,3,459
S01002742,385,140,165,64,12,4,346
S01002743,341,147,144,46,3,1,249
S01002744,255,33,108,89,16,9,373
S01002745,307,126,142,32,5,2,232
S01002746,357,82,161,101,12,1,403
S01002747,254,102,106,37,9,0,207
S01002748,384,156,164,59,5,0,297
S01002749,314,143,120,43,6,2,233
S01002750,384,133,158,74,8,11,381
S01002751,421,158,191,53,15,4,360
S01002752,231,70,102,47,9,3,236
S01002753,276,21,118,111,23,3,421
S01002754,247,46,107,71,15,8,331
S01002755,355,186,118,43,7,1,231
S01002756,401,144,181,62,11,3,350
S01002757,254,70,113,52,14,5,281
S01002758,315,134,121,51,7,2,252
S01002759,376,97,188,78,12,1,385
S01002760,238,83,100,35,12,8,239
S01002761,440,177,213,42,5,3,326
S01002762,312,153,108,40,8,3,225
S01002763,374,142,166,58,7,1,307
S01002764,263,113,104,42,4,0,200
S01002765,427,221,165,35,5,1,255
S01002766,459,208,180,57,12,2,338
S01002767,426,71,231,106,15,3,500
S01002768,371,117,181,60,12,1,341
S01002769,338,105,161,64,6,2,315
S01002770,280,89,133,49,6,3,261
S01002771,348,150,152,43,1,2,250
S01002772,377,39,131,146,45,16,637
S01002773,389,111,183,72,17,6,403
S01002774,382,164,163,51,3,1,278
S01002775,287,113,118,46,6,4,244
S01002776,397,89,173,112,15,8,475
S01002777,493,176,209,87,17,4,453
S01002778,397,203,148,36,9,1,251
S01002779,297,156,104,32,4,1,184
S01002780,397,181,156,48,11,1,289
S01002781,399,121,180,87,9,2,390
S01002782,437,201,190,40,4,2,290
S01002783,615,127,257,191,31,9,781
S01002784,228,74,85,48,16,5,249
S01002785,295,98,125,63,7,2,280
S01002786,305,31,126,106,33,9,473
S01002787,302,93,122,65,17,5,327
S01002788,328,43,133,115,25,12,492
S01002789,301,30,143,99,25,4,434
S01002790,415,172,188,46,8,1,308
S01002791,253,105,103,35,8,2,206
S01002792,822,106,354,296,51,15,1166
S01002793,375,183,135,47,8,2,262
S01002794,394,117,163,96,13,5,418
S01002795,257,26,131,73,18,9,369
S01002796,250,37,103,92,13,5,346
S01002797,313,32,136,124,16,5,453
S01002798,245,78,103,56,7,1,242
S01002799,326,143,133,42,7,1,242
S01002800,282,15,128,113,15,11,445
S01002801,386,113,172,84,14,3,395
S01002802,245,21,124,78,20,2,349
S01002803,369,96,174,75,13,11,413
S01002804,257,89,108,44,13,3,249
S01002805,410,150,169,68,18,5,379
S01002806,939,122,343,379,64,31,1430
S01002807,328,125,151,37,10,5,278
S01002808,370,139,157,59,12,3,324
S01002809,330,121,124,65,15,5,320
S01002810,475,110,249,93,19,4,511
S01002811,455,104,218,104,23,6,523
S01002812,268,47,115,79,21,6,361
S01002813,338,132,127,58,19,2,308
S01002814,413,95,208,85,17,8,475
S01002815,341,143,139,51,7,1,266
S01002816,235,63,109,53,9,1,246
S01002817,248,82,114,36,14,2,236
S01002818,277,74,118,56,27,2,321
S01002819,347,177,106,49,10,5,256
S01002820,330,133,144,42,10,1,262
S01002821,559,174,244,106,23,12,576
S01002822,321,133,133,44,11,0,254
S01002823,394,198,143,45,6,2,263
S01002824,368,82,161,103,18,4,441
S01002825,394,145,160,71,14,4,360
S01002826,243,86,105,40,9,3,224
S01002827,292,76,131,60,17,8,335
S01002828,377,88,170,87,25,7,451
S01002829,391,153,171,56,10,1,317
S01002830,302,112,115,58,11,6,288
S01002831,466,80,197,151,32,6,619
S01002832,312,57,146,84,20,5,395
S01002833,399,24,153,171,39,12,665
S01002834,366,121,172,54,15,4,341
S01002835,333,91,159,66,14,3,347
S01002836,232,69,98,50,13,2,245
S01002837,344,186,134,16,6,2,198
S01002838,274,106,127,36,3,2,219
S01002839,292,126,130,33,3,0,205
S01002840,313,101,144,53,9,6,305
S01002841,432,24,174,184,40,10,707
S01002842,306,168,103,26,9,0,182
S01002843,327,138,147,37,3,2,238
S01002844,276,50,132,80,10,4,338
S01002845,402,160,154,68,17,3,357
S01002846,453,67,189,150,28,19,662
S01002847,411,122,191,83,11,4,409
S01002848,336,105,152,63,11,5,331
S01002849,408,96,196,94,18,4,454
S01002850,414,140,188,70,15,1,382
S01002851,229,33,120,56,19,1,297
S01002852,399,140,148,95,12,4,399
S01002853,215,110,69,26,8,2,155
S01002854,342,113,141,67,15,6,352
S01002855,231,89,99,37,3,3,196
S01002856,411,213,160,29,8,1,246
S01002857,220,30,92,72,22,4,319
S01002858,275,36,138,78,18,5,372
S01002859,343,123,163,44,11,2,292
S01002860,431,84,208,107,28,4,522
S01002861,414,122,193,83,13,3,410
S01002862,246,84,115,42,3,2,216
S01002863,309,110,146,40,11,2,267
S01002864,256,89,116,40,8,3,232
S01002865,356,85,163,76,27,5,416
S01002866,499,217,207,57,14,4,379
S01002867,208,41,85,61,13,8,279
S01002868,329,153,131,37,7,1,230
S01002869,240,91,97,42,9,1,212
S01002870,398,89,177,100,25,7,484
S01002871,289,63,123,87,12,4,350
S01002872,296,115,133,35,13,0,242
S01002873,333,101,160,64,7,1,313
S01002874,338,115,146,65,10,2,314
S01002875,258,109,104,37,7,1,204
S01002876,297,145,103,38,9,2,214
S01002877,351,137,158,44,8,4,288
S01002878,229,57,118,43,9,2,239
S01002879,363,107,183,65,6,2,341
S01002880,223,24,100,77,19,3,331
S01002881,482,164,226,74,12,6,438
S01002882,479,242,186,45,5,1,295
S01002883,436,117,195,104,19,1,464
S01002884,373,106,208,53,6,0,332
S01002885,504,35,211,196,49,13,807
S01002886,339,77,164,71,23,4,394
S01002887,244,67,110,55,8,4,263
S01002888,236,28,117,72,15,4,324
S01002889,374,135,179,46,13,1,314
S01002890,291,114,135,32,7,3,233
S01002891,316,80,154,67,10,5,342
S01002892,301,91,141,55,14,0,293
S01002893,464,129,183,115,25,12,540
S01002894,325,47,150,95,25,8,456
S01002895,318,139,128,35,10,6,254
S01002896,315,97,142,63,12,1,308
S01002897,363,167,146,42,7,1,255
S01002898,500,124,251,101,20,4,534
S01002899,208,11,73,95,24,5,355
S01002900,300,113,143,39,4,1,238
S01002901,363,109,176,66,10,2,346
S01002902,363,97,152,85,24,5,416
S01002903,421,157,175,68,14,7,386
S01002904,311,47,150,95,11,8,413
S01002905,364,85,168,85,21,5,422
S01002906,348,82,169,81,15,1,382
S01002907,287,96,100,75,13,3,303
S01002908,343,35,160,107,32,9,507
S01002909,332,77,117,97,31,10,459
S01002910,451,120,208,87,25,11,507
S01002911,351,108,154,68,17,4,358
S01002912,554,38,232,215,50,19,900
S01002913,328,29,151,109,31,8,498
S01002914,330,153,131,39,4,3,233
S01002915,403,113,193,79,13,5,412
S01002916,387,170,153,43,15,6,311
S01002917,287,44,135,84,14,10,392
S01002918,365,52,168,116,24,5,492
S01002919,361,132,152,66,9,2,319
S01002920,285,67,134,62,12,10,340
S01002921,308,47,159,82,14,6,391
S01002922,230,69,96,49,13,3,246
